Cód. Perfil;Sigla;Nome Empresarial;CNPJ BÁSICO;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;média
98942;EMAL CL 514;EMAL EMPRESA DE MINERACAO ARIPUANA LTDA;44026037;44.026.037/0001-64;396,692;916,976;1.484,08;2.024,36;2.425,59;2.360,07;2.133,16;2.887,98;;;;;1.828,61
98943;METALVIC CL 514;METALURGICA METALVIC LIMITADA;43977305;43.977.305/0001-60;189,87;185,512;241,95;217,805;232,104;226,751;233,511;257,934;;;;;223,18
98944;KANAFLEX S A CL 514;KANAFLEX S/A INDUSTRIA DE PLASTICOS;43942598;43.942.598/0001-40;321,359;438,536;502,021;440,551;396,097;466,712;416,402;600,089;;;;;447,72
98946;SAO JUDAS CL 514;MINERACAO SAO JUDAS LTDA;43363381;43.363.381/0001-86;503,94;550,397;597,278;583,902;719,74;582,085;709,707;663,999;;;;;613,88
98951;FABRICAL LIVRE;FABRICAL FABRICA DE CAL S.A EM RECUPERACAO JUDICIAL;21443607;21.443.607/0001-16;1.275,96;1.134,41;1.405,10;1.390,58;1.356,26;1.470,49;1.302,76;1.208,43;;;;;1.318,00
98953;ALEMOLDE;ALEMOLDE INDUSTRIA E COMERCIO DE EMBALAGENS DE MATERIAL PLASTICO LTDA;10344758;10.344.758/0001-09;384,122;359,63;421,455;372,665;388,506;452,715;431,754;448,332;;;;;407,4
98954;CONSOLATA AL;CONSOLATA ALIMENTOS LTDA.;3255016;03.255.016/0001-33;106,537;0;0;0;0;0;0;0;;;;;13,32
98955;CROWN RIO VERDE;CROWN EMBALAGENS METALICAS DA AMAZONIA S/A;33174335;33.174.335/0001-85;1.754,53;1.689,39;2.610,73;2.801,31;2.363,21;2.608,74;2.122,67;2.261,40;;;;;2.276,50
98957;NOVA PLAST CL 514;NOVA PLAST INDUSTRIA E COMERCIO LTDA;43265313;43.265.313/0001-84;863,303;855,788;972,446;813,516;952,899;902,357;884,404;894,505;;;;;892,4
98958;PEDREIRA FAZENDA VELHA CL 514;PEDREIRA FAZENDA VELHA LTDA;43249366;43.249.366/0001-01;114,905;130,237;165,698;119,985;159,368;135,663;137,805;148,624;;;;;139,04
98959;JOLITEX AMERICANA CL 514;TECELAGEM JOLITEX LTDA;43237254;43.237.254/0003-00;1.102,69;1.102,89;1.324,23;1.177,26;1.258,97;1.232,68;1.204,67;1.305,09;;;;;1.213,56
98961;FUNDVISA CL 514;FUNDVISA LTDA;42989087;42.989.087/0001-11;432,363;397,497;478,486;371,546;463,601;484,672;493,623;469,523;;;;;448,91
98963;ELKEM CARBODERIVADOS CL 514;ELKEM PARTICIPACOES, INDUSTRIA E COMERCIO LTDA;42593061;42.593.061/0004-00;818,468;748,389;724,789;707,043;635,42;668,256;781,093;769,716;;;;;731,65
98964;AETHRA CL 514;AETHRA SISTEMAS AUTOMOTIVOS S.A.;41757527;41.757.527/0001-42;973,067;974,16;1.116,02;1.015,40;1.025,89;913,508;969,047;1.066,53;;;;;1.006,70
98966;MERCONPLAS CL 514;MERCONPLAS INDUSTRIAL DE PLASTICOS COMERCIO LTDA;40917346;40.917.346/0001-73;394,764;405,495;466,804;450,94;468,697;468,813;530,738;497,343;;;;;460,45
98968;CORSAN LIVRE;COMPANHIA RIOGRANDENSE DE SANEAMENTO CORSAN;92802784;92.802.784/0001-90;1.459,35;1.327,61;1.366,36;1.176,27;1.231,63;1.206,92;1.191,49;1.169,91;;;;;1.266,19
98969;LOJAS TORRA FII ANTILHAS;FUNDO DE INVESTIMENTO IMOBILIARIO ANTILHAS;26452053;26.452.053/0001-37;256,523;239,88;292,497;249,884;207,89;179,719;208,473;196,673;;;;;228,94
98970;LOJAS TORRA M3;M3 ADMINISTRACAO E COBRANCA LTDA;34780489;34.780.489/0001-83;189,536;174,529;195,491;162,463;140,759;116,245;135,704;125,7;;;;;155,05
98971;SUPERMERCADO ROXO;ROXO - ATACADO E VAREJO LTDA;88695366;88.695.366/0001-73;190,527;167,025;174,989;142,997;133,873;118,211;129,455;125,845;;;;;147,87
98972;NOVAFIX EMBALAGENS;NOVAFIX - INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;12130090;12.130.090/0001-14;117,111;110,633;135,116;125,799;154,632;157,32;165,04;172,681;;;;;142,29
98976;UOPECCAN;UNIAO OESTE PARANAENSE DE ESTUDOS E COMBATE AO CANCER;81270548;81.270.548/0001-53;351,249;318,211;337,785;263,892;232,154;208,76;231,614;225,408;;;;;271,13
98977;MINA VERMELHOS;MINERACAO CARAIBA S/A;42509257;42.509.257/0009-70;1.277,89;1.195,71;1.280,04;1.321,31;1.327,86;1.302,05;1.345,09;1.397,01;;;;;1.305,87
98980;ABL CL 514;ACADEMIA BRASILEIRA DE LETRAS;40262404;40.262.404/0001-78;237,725;215,911;282,579;224,987;202,529;161,775;184,611;183,053;;;;;211,65
98981;GELOTIMO CL 514;FABRICA DE GELO RAMIA E MARQUES EIRELI;39180625;39.180.625/0001-18;646,655;582,941;754,759;676,075;490,727;432,444;495,559;425,831;;;;;563,12
98983;AGROINDUSTRIAL CL 514;AGROINDUSTRIAL SAO FRANCISCO LTDA;37575289;37.575.289/0001-87;599,437;682,927;678,061;657,423;563,674;640,621;632,942;648,636;;;;;637,97
98984;MICROSERVICE LIVRE;MICROSERVICE TECNOLOGIA DIGITAL DA AMAZONIA LTDA;34525444;34.525.444/0001-62;886,102;890,496;932,05;677,124;984,055;951,281;1.054,53;1.114,29;;;;;936,24
98985;GUJAO ALIMENTOS CL 514;GUJAO ALIMENTOS S/A;34149823;34.149.823/0001-03;1.281,93;1.224,02;1.324,67;1.124,04;1.266,90;1.195,32;1.217,92;1.262,30;;;;;1.237,14
98986;SHERATON GRAND RIO CL 514;COMPANHIA PALMARES HOTEIS E TURISMO;33791591;33.791.591/0001-11;817,563;693,913;803,769;724,912;637,017;537,332;596,06;601,678;;;;;676,53
98988;BPBUNGE GUA CEI;GUARIROBA BIOENERGIA LTDA;7398533;07.398.533/0001-12;239,468;230,478;337,072;91,844;12,145;47,515;3,776;3,3;;;;;120,7
98989;CIENTIFICALAB;CIENTIFICALAB PRODUTOS LABORATORIAIS E SISTEMAS LTDA.;4539279;04.539.279/0001-37;139,606;132,694;149,16;133,043;123,207;115,071;126,07;122,881;;;;;130,22
98990;SPOLLER;INBEB - INDUSTRIAL NORTE PARANAENSE DE BEBIDAS LTDA;3485089;03.485.089/0001-11;243,758;238,422;277,749;239,232;256,146;198,911;220,306;263,724;;;;;242,28
98991;CT CANAVIEIRA;CTC - CENTRO DE TECNOLOGIA CANAVIEIRA S.A.;6981381;06.981.381/0001-13;272,511;248,476;283,081;285,188;264,411;288,524;311,578;281,741;;;;;279,44
98992;FRIOVALE;FRIOVALE OLIMPIA OPERADORA LOGISTICA LTDA;21170646;21.170.646/0001-97;279,776;284,087;289,14;243,705;230,055;241,59;284,144;293,383;;;;;268,24
98993;CAL CUIABA;INDUSTRIA E COMERCIO DE CALCARIO CUIABA LIMITADA;2393767;02.393.767/0001-53;446,584;830,632;1.034,89;1.115,40;1.359,42;1.288,46;1.595,46;1.683,01;;;;;1.169,23
99000;SARAH;ASSOCIACAO DAS PIONEIRAS SOCIAIS;37113180;37.113.180/0001-28;598,999;538,443;624,609;606,579;590,036;561,05;567,538;579,987;;;;;583,41
99001;ULTRAGAZ - BARUERI;COMPANHIA ULTRAGAZ S A;61602199;61.602.199/0001-12;73,353;71,146;84,978;73,494;75,778;77,03;74,113;79,393;;;;;76,16
99003;SHOPPING CIDADE LESTE;AKO ADMINISTRADORA DE IMOVEIS LTDA;14402379;14.402.379/0001-70;163,145;149,354;163,724;150,587;157,865;155,434;167,624;182,273;;;;;161,25
99004;SAO JOANENSE;SAO JOANENSE TEXTIL LTDA.;21842729;21.842.729/0001-85;486,779;358,083;493,126;528,539;502,115;477,328;506,647;538,781;;;;;486,42
99006;VANITY INDUSTRIAL;VANITY INDUSTRIAL LTDA;57067514;57.067.514/0001-81;65,457;67,271;84,907;67,389;78,885;70,265;73,28;87,363;;;;;74,35
99007;AR TERMINAIS;AR SOLUCOES LOGISTICAS LTDA;19917700;19.917.700/0001-73;27,388;32,428;37,893;17,223;57,548;20,532;20,5;19,783;;;;;29,16
99008;SKY;SKY SERVICOS DE BANDA LARGA LTDA.;497373;00.497.373/0001-10;593,294;530,817;607,835;575,551;559,69;542,564;555,208;533,851;;;;;562,35
99010;SHOPPING ALDEOTA;CONDOMINIO SHOPPING ALDEOTA EXPANSAO;2759562;02.759.562/0001-49;149,556;139,059;140,496;135,827;135,69;131,263;132,144;135,784;;;;;137,48
99011;NICOLAU MAX;NICOLAU MAX SUPERMERCADOS LTDA.;4056752;04.056.752/0001-25;209,767;204,255;222,354;198,126;178,113;167,482;178,082;167,686;;;;;190,73
99013;SD DIVINOPOLIS CL 514;SD SIDERURGICA DIVINOPOLIS EIRELI;33753124;33.753.124/0001-05;1.076,16;1.013,01;1.186,37;1.055,83;1.134,09;930,326;1.198,07;1.265,22;;;;;1.107,38
99014;JOCKEY CLUB CL;JOCKEY CLUB BRASILEIRO;33621756;33.621.756/0001-07;0;471,546;559,663;444,74;429,416;377,185;396,966;395,628;;;;;384,39
99015;MUNDIAL SUPERMERCADOS CL 514;SUPERMERCADOS MUNDIAL LTDA;33304981;33.304.981/0001-10;2.167,02;2.002,99;2.239,01;1.980,92;1.853,36;1.693,78;1.830,72;1.775,98;;;;;1.942,97
99016;FERROUS EMESA CL 514;EMPRESA DE MINERACAO ESPERANCA S A;33300971;33.300.971/0001-06;441,631;581,843;647,662;617,102;660,179;671,473;677,96;725,834;;;;;627,96
99017;CERAS JOHNSON CL;CERAS JOHNSON LTDA;33122466;33.122.466/0007-04;538,365;461,875;482,611;473,362;543,72;479,466;546,031;537,73;;;;;507,9
99018;FLINT CL 514;FLINT GROUP TINTAS DE IMPRESSAO LTDA.;33084922;33.084.922/0001-83;231,701;231,596;248,053;223,17;257,734;273,715;252,237;295,553;;;;;251,72
99019;DULOREN CL 514;JOLIMODE ROUPAS S A;33016494;33.016.494/0001-51;277,666;291,263;369,505;328,285;362,638;313,184;379,077;390,371;;;;;339
99020;DIX CL 514;DIX ADMINISTRACAO E EMPREENDIMENTOS IMOBILIARIOS LTDA;33010836;33.010.836/0001-26;443,32;379,469;419,514;376,237;354,408;302,527;339,849;322,658;;;;;367,25
99021;CITROSUCO TERMINAL SANTOS CL;CITROSUCO S/A AGROINDUSTRIA;33010786;33.010.786/0001-87;641,492;573,652;601,65;541,098;526,807;523,208;543,75;525,418;;;;;559,63
99023;SHOPPING CAMARA CL 514;SUBCONDOMINIO CAMARA SHOPPING CENTER;32899175;32.899.175/0001-79;412,119;374,535;417,846;411,256;395,317;376,738;390,591;383,371;;;;;395,22
99025;GRAMAZINI CL 514;GRAMAZINI GRANITOS E MARMORES THOMAZINI LTDA;32485369;32.485.369/0001-28;404,394;464,176;627,273;576,24;629,471;585,445;540,06;607,433;;;;;554,31
99026;MOVEIS RIMO CL 514;RIMO S.A -INDUSTRIA E COMERCIO;32430993;32.430.993/0001-28;307,087;304,807;336,643;267,543;346,541;375,621;354,485;364,607;;;;;332,17
99027;FUNDACAO BRADESCO SECO;FUNDACAO BRADESCO;60701521;60.701.521/0001-06;338,494;568,453;668,066;553,859;505,556;426,803;321,216;565,006;;;;;493,43
99028;FUNDACAO BRADESCO NE;FUNDACAO BRADESCO;60701521;60.701.521/0001-06;109,25;204,47;229,79;220,578;252,13;164,016;124,365;253,103;;;;;194,71
99030;COTESI;AGAVE DO BRASIL INDUSTRIA DE FIACAO DE FIBRAS TEXTEIS NATURAIS LTDA;5769698;05.769.698/0001-28;144,534;146,427;164,567;132,393;150,632;136,128;131,418;127,144;;;;;141,66
99031;TOP PAPER;TOP PAPER & BOX INDUSTRIA DE PAPEL E EMBALAGENS LTDA;35503800;35.503.800/0001-00;0;0;0;0;2.606,07;2.383,32;2.499,95;2.268,02;;;;;1.219,67
99032;ACCOR EI LT1 NO;HOTELARIA ACCOR BRASIL S/A;9967852;09.967.852/0001-27;303,969;279,882;283,456;270,724;254,497;209,731;215,858;221,173;;;;;254,91
99035;F VACHILESKI;F. VACHILESKI & CIA LTDA;93388031;93.388.031/0001-42;133,541;122,627;136,231;126,005;148,924;136,171;124,231;129,036;;;;;132,1
99037;GRANJA MANTIQUEIRA CONV SE;MANTIQUEIRA ALIMENTOS LTDA.;4747794;04.747.794/0001-02;1.085,90;976,096;1.101,27;1.024,30;914,414;944,701;868,503;962,332;;;;;984,69
99039;SAMACA CL 514;SAMACA BENEFICIAMENTOS E PROCESSAMENTOS LTDA;31851315;31.851.315/0001-76;1.059,60;1.008,63;1.055,51;1.011,08;983,719;947,88;1.040,17;1.076,31;;;;;1.022,86
99041;BETSER CL 514;SIDERURGICA BETSER - EIRELI;31468574;31.468.574/0001-12;232,154;85,082;832,02;943,314;1.029,63;1.008,05;1.119,42;341,016;;;;;698,83
99043;ALBIOMA CL 514;ALBIOMA ESPLANADA ENERGIA S.A;29915125;29.915.125/0001-23;590,685;585,193;855,854;183,409;1,211;46,101;0;0,394;;;;;282,86
99044;IURD SP BRAS MATRIZ CL 514;IGREJA UNIVERSAL DO REINO DE DEUS;29744778;29.744.778/0001-97;571,305;514,135;625,545;492,904;408,806;322,862;393,399;341,906;;;;;458,86
99045;VOLVO EQUIPAMENTOS CL 514;VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.;29307609;29.307.609/0001-90;245,704;603,919;768,507;643,101;734,963;717,211;707,596;781,575;;;;;650,32
99046;CARL ZEISS CL 514;CARL ZEISS VISION BRASIL INDUSTRIA OPTICA LTDA;28826394;28.826.394/0001-50;760,253;721,01;872,197;761,013;698,413;668,821;689,362;733,907;;;;;738,12
99048;GOLDEN SHOPPING CALHAU CL 514;GOLDEN SHOPPING CALHAU;28431939;28.431.939/0001-20;488,933;451,755;472,419;466,942;494,772;495,838;495,431;508,714;;;;;484,35
99051;FAGANELLO;FAGANELLO INDUSTRIA DE COMPENSADOS - EIRELI;8248364;08.248.364/0001-05;297,455;268,876;309,204;273,793;316,744;281,464;257,125;271,816;;;;;284,56
99056;FIBRA COTTON;FIBRA COTTON NUTRICAO E OLEO VEGETAL LTDA;3726229;03.726.229/0001-04;8,339;88,861;12,271;94,25;84,261;155,706;147,234;193,479;;;;;98,05
99058;GENNIUSBR;GRUPO GENNIUS BRASIL PRODUCAO E COMERCIALIZACAO DE ALIMENTOS S.A;27665906;27.665.906/0001-81;628,609;561,794;668,955;576,016;565,949;538,227;521,57;503,486;;;;;570,58
99059;PORTOCEL;PORTOCEL-TERMINAL ESPECIALIZADO DE BARRA DO RIACHO S/A;28497394;28.497.394/0001-54;120,943;106,134;119,23;111,756;113,183;111,425;115,61;115,613;;;;;114,24
99060;ATALAT;ATALAT IND. E COM. DE LATICINIOS LTDA;1674295;01.674.295/0001-44;293,049;263,945;319,886;275,497;252,293;221,14;200,675;202,91;;;;;253,67
99064;ARMAZENNA 01;CONDOMINIO ARMAZENNA 01;24197208;24.197.208/0001-00;239,36;222,607;236,653;224,346;233,63;217,782;215,414;224,713;;;;;226,81
99069;FRIGORIFICO SAO MIGUEL CONV;FRIGORIFICO SAO MIGUEL LTDA;95448486;95.448.486/0001-31;1.636,23;1.509,17;1.853,85;1.779,47;1.878,80;1.703,23;1.785,25;1.826,02;;;;;1.746,50
99070;TRYP BY WYNDHAM RP;SANTO EMILIANO EMPREENDIMENTO IMOBILIARIO S.A.;8947501;08.947.501/0001-91;99,587;90,695;119,127;109,928;82,887;78,34;96,682;89,774;;;;;95,88
99071;REBOUCAS SUPERMERCADOS;REBOUCAS SUPERMERCADO LTDA;4995526;04.995.526/0001-00;583,088;517,151;581,671;557,183;575,361;537,384;558,134;573,549;;;;;560,44
99075;PORTO SECO;PORTO SECO CENTRO OESTE S/A;2680379;02.680.379/0001-53;82,872;86,741;104,432;94,732;93,074;81,516;78,604;81,63;;;;;87,95
99077;INDUSMEK;INDUSMEK S A INDUSTRIA E COMERCIO;62455605;62.455.605/0001-24;142,296;133,428;172,591;146,158;174,97;148,783;169,551;180,031;;;;;158,48
99078;CARVALHO PASQUALINI;CARVALHO, PASQUALINI & CIA LTDA;38601613;38.601.613/0001-57;174,406;192,918;220,521;197,733;216,612;209,513;221,836;222,772;;;;;207,04
99079;SIMPATIA SUPERMERCADOS;REDE SIMPATIA COMERCIO DE ALIMENTOS LTDA;7722158;07.722.158/0001-14;528,137;483,996;550,548;483,692;434,659;406,815;431,82;426,434;;;;;468,26
99080;PERFILVILLE;PERFILVILLE INDUSTRIA E COMERCIO DE FERROS LTDA;6859993;06.859.993/0001-38;54,002;82,929;97,08;82,122;100,011;88,329;76,144;91,025;;;;;83,96
99081;COMIVA;COOPERATIVA MISTA AGROPECUARIA DO VALE DO ARAGUAIA;1167501;01.167.501/0001-20;38,856;248,861;146,528;42,002;31,391;57,241;267,177;104,007;;;;;117,01
99084;GRAAL EDP SP;POSTO TRES GARCAS LTDA.;48551071;48.551.071/0001-09;597,509;539,942;597,726;558,921;518,404;481,368;511,16;494,557;;;;;537,45
99085;LONDRINA SHOPPING CL 514;CONDOMINIO BOULEVARD LONDRINA SHOPPING;28240693;28.240.693/0001-09;542,353;491,193;559,188;530,361;523,104;478,067;517,012;499,928;;;;;517,65
99086;REALCAFE CL 514;REALCAFE SOLUVEL DO BRASIL S A;28154847;28.154.847/0003-01;321,499;960,498;1.104,36;1.053,05;996,43;981,078;1.037,19;1.017,50;;;;;933,95
99087;REX;SUPERMERCADOS REX LTDA;22069520;22.069.520/0001-93;620,997;570,282;649,851;589,446;537,644;508,358;528,733;530,437;;;;;566,97
99088;COMPRE BEM;SCB DISTRIBUICAO E COMERCIO VAREJISTA DE ALIMENTOS LTDA.;30197161;30.197.161/0001-88;303,933;440,298;501,908;423,955;639,567;593,164;704,968;677,194;;;;;535,62
99091;REDE KRILL;REDE KRILL SUPERMERCADOS LTDA;21010503;21.010.503/0001-18;1.659,69;1.530,23;1.681,21;1.479,44;1.395,54;1.275,60;1.364,95;1.330,05;;;;;1.464,59
99092;HOBRASIL;HOBRASIL HOSPITAIS OFTALMOLOGICOS DO BRASIL LTDA;649756;00.649.756/0001-66;79,464;74,355;94,73;86,856;75,269;66,957;65,124;74,235;;;;;77,12
99093;PEDREIRA SAO FRANCISCO;PEDREIRA SAO FRANCISCO LTDA;14618811;14.618.811/0001-65;33,642;48,89;63,215;54,737;38,355;67,615;64,868;64,194;;;;;54,44
99094;M&M FOODS MAIRIPORÃ;M & M FOODS PANIFICACAO LTDA;28821521;28.821.521/0001-29;2,082;2,309;2,722;2,803;2,891;2,55;2,387;2,286;;;;;2,5
99097;RECORD TV - LIVRE;RADIO E TELEVISAO RECORD S.A;60628369;60.628.369/0001-75;1.151,68;1.085,46;1.249,73;1.072,43;950,976;907,567;969,195;936,88;;;;;1.040,49
99099;UNIMED PONTA GROSSA;UNIMED PONTA GROSSA COOPERATIVA DE TRABALHO MEDICO;77781706;77.781.706/0001-62;139,773;134,782;144,31;116,259;113,914;109,543;112,335;116,425;;;;;123,42
99103;C CE COPLAC TEXTIL;COPLAC TEXTIL AUTOMOTIVE SYSTEMS LTDA;20066649;20.066.649/0001-12;362,907;385,941;487,787;414,96;380,874;446,689;431,54;472,693;;;;;422,92
99108;COFCO NOVO MUND;COFCO INTERNATIONAL BRASIL S.A.;6315338;06.315.338/0169-70;100,706;153,635;108,433;66,336;29,36;150,945;76,062;41,528;;;;;90,88
99109;EMANUEL CENTER;EMANUEL COMERCIO DE GENEROS ALIMENTICIOS LTDA;10748214;10.748.214/0001-02;497,251;472,696;549,952;426,703;408,174;340,136;394,358;381,987;;;;;433,91
99110;FLOR DA POSSE;ARMAZEM E BAR FLOR DA POSSE LTDA;32175044;32.175.044/0001-49;298,382;266,118;303,097;269,466;251,331;232,233;244,365;245,448;;;;;263,81
99112;HOSPITAL SANTA RITA CL 514;ASSOCIACAO FEMININA DE EDUCACAO E COMBATE AO CANCER;28137925;28.137.925/0001-06;785,873;710,536;820,946;737,969;651,53;566,089;583,58;572,678;;;;;678,65
99114;PRACA RIO GRANDE CL 514;CONDOMINIO EDILICIO DO PRACA RIO GRANDE SHOPPING CENTER;27289483;27.289.483/0001-42;553,52;434,953;419,324;323,312;288,466;274,082;292,496;286,424;;;;;359,07
99115;SELITA CL 514;COOPERATIVA DE LATICINIOS SELITA;27178359;27.178.359/0001-00;575,396;489,367;491,389;479,194;252,961;544,716;557,097;628,47;;;;;502,32
99119;FIACAO GOIOERE CL 514;FIACAO GOIOERE - INDUSTRIA DE FIOS LTDA.;26060377;26.060.377/0001-20;941,422;961,21;1.074,93;970,009;1.018,47;825,913;865,143;1.015,24;;;;;959,04
99120;PRAIA CLUBE CL 514;PRAIA CLUBE;25762741;25.762.741/0001-30;482,572;471,768;542,964;510,514;478,628;432,742;507,633;520,399;;;;;493,4
99121;BRK SANEATINS CL 514;COMPANHIA DE SANEAMENTO DO TOCANTINS - SANEATINS;25089509;25.089.509/0001-83;1.108,63;1.050,65;1.130,20;1.131,33;1.210,39;1.177,73;1.199,29;1.248,05;;;;;1.157,03
99122;GEM ALIMENTOS CL 514;GEM AGROINDUSTRIAL E COMERCIAL LTDA;25006271;25.006.271/0001-85;862,287;310,157;360,674;318,651;350,295;441,892;410,553;343,781;;;;;424,79
99123;PLASMEL CL 514;PLASMEL INDUSTRIA E COMERCIO DE PLASTICOS LTDA;24965782;24.965.782/0001-61;968,388;906,018;997,717;974,544;1.026,51;950,646;989,064;992,613;;;;;975,69
99124;RNA CL 514;RIO NEGRO AMBIENTAL, CAPTACAO, TRATAMENTO E DISTRIBUICAO DE AGUAS SPE S.A;24483032;24.483.032/0001-53;195,88;171,674;180,063;185,196;196,162;178,323;197,946;195,133;;;;;187,55
99125;SHOPPING BRV CL 514;BURITI SHOPPING RIO VERDE;24130714;24.130.714/0001-82;544,425;486,672;554,724;488,736;445,165;406,864;447,281;444,393;;;;;477,28
99126;ZEKAMETAL CL 514;ZEKAMETAL METALURGICA EIRELI;23817173;23.817.173/0001-00;1.102,86;1.150,28;1.309,97;1.170,89;1.223,14;1.154,23;1.218,96;1.311,38;;;;;1.205,21
99134;C CE LOBO CABO DE ACO;LOBO COMERCIO E INDUSTRIA DE ARTEFATOS DE ARAME LTDA;4271450;04.271.450/0001-70;143,837;160,726;184,806;168,53;203,529;182,987;179,211;199,779;;;;;177,93
99135;C CE ROBERCAP PNEUS;ROBERCAP RECAUCHUTAGEM DE PNEUS LTDA;5389334;05.389.334/0001-12;67,785;63,365;66,421;58,293;69,095;64,397;70,564;72,074;;;;;66,5
99136;GRAAL RUBI;RODOPOSTO RUBI LTDA;64622699;64.622.699/0001-04;134,158;119,857;137,593;128,909;111,161;101,985;118,596;114,491;;;;;120,84
99138;JHOVINI MOVEIS 2;JHOVINI MOVEIS LTDA;72322811;72.322.811/0001-10;46,75;53,362;59,39;47,871;55,855;49,051;48,988;50,015;;;;;51,41
99143;CEREAIS SINOP;INDUSTRIAL E COMERCIAL DE CEREAIS SINOP LTDA;3629876;03.629.876/0001-90;72,249;167,297;153,029;239,119;287,902;243,711;260,096;178,274;;;;;200,21
99144;MAUAD ALIMENTOS;OGGI SORVETES  LTDA;1621399;01.621.399/0001-90;288,428;270,003;320,7;272,533;252,952;229,865;244,258;245,066;;;;;265,48
99148;CENESUP NORTE;CENESUP - CENTRO NACIONAL DE ENSINO SUPERIOR LTDA;5474470;05.474.470/0001-00;30,213;53,39;109,469;97,687;128,301;90,835;42,098;111,012;;;;;82,88
99149;IMAM 2;METALURGICA IMAM LTDA;84094242;84.094.242/0001-81;174,16;167,43;213,65;179,648;219,448;206,362;203,293;225,582;;;;;198,7
99150;JAW PLASTICOS JR;JAW PLASTICOS LTDA;4681164;04.681.164/0001-82;238,227;192,845;148,163;211,914;271,468;231,401;218,136;178,717;;;;;211,36
99151;FL4440;ASSOCIACAO FARIA LIMA 4440;20531952;20.531.952/0001-49;464,546;443,148;502,326;445,866;443,98;408,972;429,034;417,702;;;;;444,45
99154;C CE ADIJOMAR BRINQUEDOS;IRMAOS DALANEZE LTDA;66659129;66.659.129/0001-14;33,784;43,274;45,778;60,615;75,776;77,991;109,809;129,712;;;;;72,09
99155;C CE SUPERMERCADOS ROSSI;SUPERMERCADO ROSSI NEW LTDA;9525900;09.525.900/0001-27;1.394,17;1.284,60;1.444,73;1.321,69;1.243,68;1.172,51;1.241,95;1.218,40;;;;;1.290,22
99156;LUISA DEMENEK;LUISA DEMENEK PELLE EIRELI;13140459;13.140.459/0001-32;101,096;113,854;139,622;113,674;144,745;144,642;139,81;165,182;;;;;132,83
99157;PRELUZ;PRELUZ INDUSTRIA E COMERCIO DE EMBALAGENS LTDA;2215239;02.215.239/0001-04;208,104;220,375;244,108;254,642;271,981;254,476;254,58;272,202;;;;;247,56
99158;AVB MINERACAO AGUA AZUL;AVB MINERACAO LTDA.;7605563;07.605.563/0001-52;879,622;835,061;1.015,95;1.192,36;1.213,83;1.139,94;1.251,99;1.162,74;;;;;1.086,44
99160;DB N CL;SUPERMERCADOS DB LTDA;22991939;22.991.939/0001-06;573,811;513,32;563,059;541,44;585,93;544,405;607,419;648,794;;;;;572,27
99161;LPA RJ;LATICINIOS PORTO ALEGRE INDUSTRIA E COMERCIO S/A;66301334;66.301.334/0001-03;176,584;157,412;172,152;157,548;153,497;131,682;148,324;146,061;;;;;155,41
99163;DIVICAR;DIVICAR MOVEIS LTDA;73638470;73.638.470/0001-59;94,509;68,236;77,931;64,836;64,544;47,486;60,283;62,552;;;;;67,55
99164;UNION POLIMEROS;UNION POLIMEROS LTDA;12565105;12.565.105/0001-77;64,915;65,618;68,495;71,48;86,741;61,545;79,268;93,465;;;;;73,94
99168;YD CONFECCOES;Y.D. CONFECCOES LTDA;451867;00.451.867/0001-63;130,435;149,987;173,765;146,828;145,392;120,594;143,334;138,828;;;;;143,65
99170;C CE SEMAR SAO SEBASTIAO;SUPERMERCADO SEMAR DE SAO SEBASTIAO LTDA;3221466;03.221.466/0002-96;334,419;299,453;333,23;297,277;281,742;264,191;274,722;265,853;;;;;293,86
99171;C CE XAVANTE;INDUSTRIA E COMERCIO XAVANTE EIRELI;8935629;08.935.629/0003-05;46,781;42,062;71,493;68,895;55,574;48,843;69,855;110,691;;;;;64,27
99172;C CE UNIMED SALTO ITU;UNIMED SALTO/ITU - COOPERATIVA MEDICA;58837188;58.837.188/0001-07;111,198;102,678;121,866;97,623;80,678;71,651;62,701;24,379;;;;;84,1
99173;C CE TRADECORP;TRADECORP DO BRASIL COMERCIO DE INSUMOS AGRICOLAS LTDA;4997059;04.997.059/0001-57;50,032;68,904;133,158;128,569;123,662;130,536;140,483;142,88;;;;;114,78
99177;COND WORK CENTER;CONDOMINIO DO EDIFICIO WORK CENTER;12316126;12.316.126/0001-59;67,349;63,555;73,32;60,47;55,238;45,313;46,797;49,311;;;;;57,67
99178;AVB MINERACAO CURIONOPOLIS;AVB MINERACAO LTDA.;7605563;07.605.563/0001-52;1.828,88;1.655,11;1.666,98;1.728,25;1.872,18;1.803,15;1.863,90;1.909,95;;;;;1.791,05
99180;EUROVIA VEICULOS;EUROVIA VEICULOS S/A;2671595;02.671.595/0001-32;133,967;132,525;153,847;130,624;129,705;106,124;111,546;117,352;;;;;126,96
99183;AMCOR POUSO ALEGRE;AMCOR RIGID PACKAGING DO BRASIL LTDA;245980;00.245.980/0001-92;906,894;772,617;675,773;785,458;837,584;762,943;851,508;711,761;;;;;788,07
99191;NUTREMA;NUTREMA NUTRICAO ANIMAL LTDA;11024784;11.024.784/0001-04;25,754;23,216;32,888;29,084;30,352;32,068;42,393;46,568;;;;;32,79
